vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,"2018-12-31T20:07:46,000","2018-12-31T20:22:50,000",5,3.79,1,N,170,238,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:07:23,000","2018-12-31T20:26:24,000",5,3.76,1,N,79,140,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T20:07:01,000","2018-12-31T20:27:01,000",5,3.38,1,N,162,125,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T20:06:30,000","2018-12-31T20:24:14,000",5,3.59,1,N,90,88,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:05:51,000","2018-12-31T20:15:33,000",5,3.35,1,N,263,233,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:05:27,000","2018-12-31T20:20:31,000",5,1.81,1,N,186,233,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:04:31,000","2018-12-31T20:19:58,000",5,2.01,1,N,161,68,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:04:01,000","2018-12-31T20:42:43,000",6,16.29,1,N,132,255,2,46,0.5,0.5,0,0,0.3,47.3
2,"2018-12-31T20:02:50,000","2018-12-31T20:42:31,000",5,11.14,1,N,138,62,1,37,1,0.5,5,0,0.3,43.8
2,"2018-12-31T20:02:35,000","2018-12-31T20:44:44,000",6,21.83,1,N,132,52,1,58,0.5,0.5,12,0,0.3,71.3
2,"2018-12-31T20:01:21,000","2018-12-31T20:29:35,000",5,8.94,1,N,161,244,2,29,1,0.5,0,0,0.3,30.8
2,"2018-12-31T20:01:19,000","2018-12-31T20:18:32,000",5,5.48,1,N,152,48,2,19,0.5,0.5,0,0,0.3,20.3
2,"2018-12-31T20:01:16,000","2018-12-31T20:11:32,000",5,2.50,1,N,263,170,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:00:20,000","2018-12-31T20:43:55,000",5,17.96,2,N,230,132,2,52,0,0.5,0,0,0.3,52.8
2,"2018-12-31T19:57:32,000","2018-12-31T20:10:08,000",6,2.59,1,N,43,137,1,11,1,0.5,2,0,0.3,14.8
2,"2018-12-31T19:55:21,000","2018-12-31T20:40:30,000",5,19.67,2,N,132,125,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T19:54:29,000","2018-12-31T20:45:16,000",6,18.63,2,N,132,68,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T19:54:25,000","2018-12-31T20:13:55,000",5,5.44,1,N,164,88,2,19,1,0.5,0,0,0.3,20.8
2,"2018-12-31T19:53:45,000","2018-12-31T20:11:21,000",5,6.78,1,N,132,132,2,22,1,0.5,0,0,0.3,23.8
2,"2018-12-31T19:53:38,000","2018-12-31T20:12:50,000",6,3.57,1,N,107,236,1,16,1,0.5,1,0,0.3,18.8
2,"2018-12-31T19:53:19,000","2018-12-31T20:11:38,000",6,3.44,1,N,161,238,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T19:52:41,000","2018-12-31T20:09:50,000",6,3.04,1,N,114,161,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T19:51:58,000","2018-12-31T20:06:03,000",6,2.77,1,N,263,24,1,12,1,0.5,1,0,0.3,14.8
2,"2018-12-31T19:51:37,000","2018-12-31T20:09:02,000",6,2.71,1,N,166,142,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T19:49:31,000","2018-12-31T19:59:54,000",5,3.03,1,N,243,42,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:49:02,000","2018-12-31T20:03:20,000",5,4.70,1,N,138,226,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T19:48:50,000","2018-12-31T20:06:01,000",5,3.14,1,N,72,17,1,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:47:59,000","2018-12-31T19:59:40,000",5,2.32,1,N,146,260,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:47:58,000","2018-12-31T19:59:38,000",5,4.39,1,N,87,164,1,15,1,0.5,2,0,0.3,18.8
2,"2018-12-31T19:46:55,000","2018-12-31T20:11:18,000",5,3.71,1,N,163,137,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T19:46:32,000","2018-12-31T20:25:48,000",5,4.71,1,N,136,42,2,26,1,0.5,0,0,0.3,27.8
2,"2018-12-31T19:45:33,000","2018-12-31T20:30:00,000",6,18.04,2,N,132,163,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T19:44:16,000","2018-12-31T20:00:02,000",5,2.37,1,N,234,239,1,12,1,0.5,2,0,0.3,15.8
2,"2018-12-31T19:43:28,000","2018-12-31T19:57:59,000",5,2.56,1,N,68,239,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:43:19,000","2018-12-31T19:58:44,000",6,5.04,1,N,238,244,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T19:42:24,000","2018-12-31T19:58:45,000",5,1.97,1,N,65,54,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:42:13,000","2018-12-31T20:24:55,000",6,18.19,2,N,132,114,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T19:42:00,000","2018-12-31T19:54:41,000",5,2.59,1,N,151,75,1,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:41:57,000","2018-12-31T20:12:07,000",5,8.69,1,N,186,224,2,30,1,0.5,0,0,0.3,31.8
2,"2018-12-31T19:41:56,000","2018-12-31T20:00:24,000",5,3.35,1,N,161,143,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:41:54,000","2018-12-31T19:57:03,000",5,3.22,1,N,50,262,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T19:41:39,000","2018-12-31T20:04:55,000",6,3.72,1,N,262,48,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T19:41:22,000","2018-12-31T19:57:45,000",6,1.32,1,N,164,48,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:41:11,000","2018-12-31T20:16:16,000",5,11.16,1,N,48,95,1,36,1,0.5,0,5.76,0.3,43.56
2,"2018-12-31T19:40:16,000","2018-12-31T19:54:33,000",6,3.38,1,N,75,229,1,13,1,0.5,2,0,0.3,16.8
2,"2018-12-31T19:39:48,000","2018-12-31T20:20:49,000",5,14.86,1,N,138,231,1,44,1,0.5,7,5.76,0.3,58.56
2,"2018-12-31T19:39:46,000","2018-12-31T20:00:02,000",5,2.42,1,N,45,107,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T19:39:13,000","2019-01-01T00:00:00,000",5,18.36,2,N,132,234,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T19:38:57,000","2018-12-31T19:53:57,000",5,3.72,1,N,161,74,1,14,1,0.5,2,0,0.3,17.8
2,"2018-12-31T19:38:52,000","2018-12-31T19:55:26,000",6,1.52,1,N,186,162,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:38:49,000","2018-12-31T19:57:40,000",5,6.87,1,N,162,33,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T19:38:41,000","2018-12-31T19:51:54,000",5,2.71,1,N,144,256,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:38:28,000","2018-12-31T20:35:46,000",5,18.75,2,N,132,164,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T19:38:25,000","2018-12-31T19:52:15,000",6,2.20,1,N,263,151,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:38:23,000","2018-12-31T19:58:35,000",5,1.85,1,N,170,230,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T19:37:53,000","2018-12-31T19:56:28,000",6,1.80,1,N,114,164,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:37:44,000","2018-12-31T19:54:49,000",5,3.29,1,N,148,229,1,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:35:54,000","2018-12-31T20:17:44,000",5,10.09,1,N,100,129,2,37,1,0.5,0,5.76,0.3,44.56
2,"2018-12-31T19:35:51,000","2018-12-31T20:02:58,000",5,2.92,1,N,137,48,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T19:35:26,000","2018-12-31T19:53:00,000",5,2.83,1,N,48,90,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:34:53,000","2018-12-31T19:47:26,000",6,2.74,1,N,68,231,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:34:31,000","2018-12-31T19:54:25,000",6,3.69,1,N,246,141,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T19:34:05,000","2018-12-31T19:57:48,000",5,6.14,1,N,161,88,1,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T19:33:27,000","2018-12-31T19:47:16,000",5,1.69,1,N,162,107,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:33:10,000","2018-12-31T19:54:24,000",6,1.93,1,N,48,234,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:33:09,000","2018-12-31T20:09:55,000",5,19.34,2,N,132,262,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T19:32:37,000","2018-12-31T19:40:39,000",5,2.60,1,N,229,226,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:31:27,000","2018-12-31T19:40:27,000",6,2.55,1,N,24,142,1,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:31:27,000","2018-12-31T19:58:46,000",6,9.09,1,N,68,228,2,29,1,0.5,0,5.76,0.3,36.56
2,"2018-12-31T19:30:13,000","2018-12-31T19:44:51,000",6,2.26,1,N,262,238,1,11,1,0.5,1,0,0.3,13.8
2,"2018-12-31T19:30:08,000","2018-12-31T19:41:46,000",6,2.04,1,N,113,161,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:30:01,000","2018-12-31T19:53:09,000",5,4.41,1,N,162,232,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T19:30:01,000","2018-12-31T20:14:44,000",6,19.02,2,N,132,114,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T19:29:55,000","2018-12-31T19:51:14,000",5,7.93,1,N,244,174,2,25,1,0.5,0,2.64,0.3,29.44
2,"2018-12-31T19:29:53,000","2018-12-31T19:48:14,000",5,1.84,1,N,230,48,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:29:44,000","2018-12-31T19:45:12,000",6,2.63,1,N,161,107,1,12,1,0.5,2,0,0.3,15.8
2,"2018-12-31T19:29:11,000","2018-12-31T20:10:21,000",6,14.28,1,N,138,166,1,43,1,0.5,6,5.76,0.3,56.56
2,"2018-12-31T19:28:04,000","2018-12-31T19:46:50,000",5,6.27,1,N,132,180,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T19:28:03,000","2018-12-31T19:39:12,000",6,2.23,1,N,230,246,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:27:52,000","2018-12-31T19:50:52,000",5,3.10,1,N,141,186,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T19:25:17,000","2018-12-31T19:43:56,000",6,3.39,1,N,141,79,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:24:41,000","2018-12-31T19:52:05,000",5,4.24,1,N,24,161,1,19,1,0.5,2,0,0.3,22.8
1,"2018-12-31T19:23:59,000","2018-12-31T19:45:37,000",5,3.80,5,N,161,50,2,40,0,0,0,0,0.3,40.3
2,"2018-12-31T19:23:58,000","2018-12-31T19:38:47,000",6,2.13,1,N,162,79,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:23:54,000","2018-12-31T20:12:14,000",6,18.94,2,N,132,79,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T19:23:22,000","2018-12-31T19:43:29,000",5,2.62,1,N,79,68,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:22:38,000","2018-12-31T19:42:32,000",5,2.51,1,N,164,113,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:20:43,000","2018-12-31T19:46:19,000",5,9.21,1,N,226,42,1,29,1,0.5,0,5.76,0.3,36.56
2,"2018-12-31T19:20:35,000","2018-12-31T19:20:59,000",5,0.02,2,N,132,132,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T19:20:32,000","2018-12-31T19:34:39,000",5,1.45,1,N,142,50,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:16:51,000","2018-12-31T19:35:19,000",5,7.75,1,N,209,262,2,23,1,0.5,0,0,0.3,24.8
2,"2018-12-31T19:16:36,000","2018-12-31T19:39:15,000",5,11.41,1,N,132,101,2,32,1,0.5,0,0,0.3,33.8
2,"2018-12-31T19:16:14,000","2018-12-31T19:27:35,000",6,3.20,1,N,237,41,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T19:14:40,000","2018-12-31T19:27:31,000",6,1.62,1,N,48,246,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:13:26,000","2018-12-31T19:26:59,000",5,2.40,1,N,148,170,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:13:19,000","2018-12-31T19:41:57,000",5,8.68,1,N,138,166,2,29,1,0.5,0,5.76,0.3,36.56
2,"2018-12-31T19:12:22,000","2018-12-31T19:50:05,000",5,16.84,1,N,132,27,2,46,1,0.5,0,0,0.3,47.8
2,"2018-12-31T19:11:26,000","2018-12-31T19:47:31,000",5,3.12,1,N,233,48,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T19:11:11,000","2018-12-31T19:32:09,000",6,2.97,1,N,107,43,1,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T19:09:12,000","2018-12-31T19:25:00,000",6,4.78,1,N,13,79,1,16,1,0.5,3,0,0.3,20.8
2,"2018-12-31T19:09:05,000","2018-12-31T19:39:02,000",5,16.69,2,N,132,170,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T19:08:48,000","2018-12-31T19:23:43,000",6,3.65,1,N,140,226,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:08:38,000","2018-12-31T19:23:31,000",5,2.22,1,N,161,113,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T19:07:55,000","2018-12-31T19:23:10,000",5,3.93,1,N,249,142,1,14,1,0.5,1,0,0.3,16.8
2,"2018-12-31T19:07:33,000","2018-12-31T19:21:13,000",5,2.58,1,N,186,236,1,11,1,0.5,1,0,0.3,13.8
2,"2018-12-31T19:06:34,000","2018-12-31T19:22:39,000",5,3.50,1,N,261,68,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T19:04:34,000","2018-12-31T19:18:59,000",5,2.25,1,N,234,229,1,11,1,0.5,2,0,0.3,14.8
2,"2018-12-31T19:02:47,000","2018-12-31T19:40:51,000",5,17.91,2,N,132,100,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T19:00:23,000","2018-12-31T19:13:37,000",5,2.14,1,N,233,234,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T19:00:04,000","2018-12-31T19:14:09,000",5,1.36,1,N,107,68,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:59:48,000","2018-12-31T19:14:17,000",5,3.24,1,N,238,42,1,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:58:52,000","2018-12-31T19:10:47,000",6,2.29,1,N,249,164,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:58:41,000","2018-12-31T19:19:02,000",6,6.47,1,N,170,25,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T18:58:17,000","2018-12-31T19:12:46,000",5,2.66,1,N,141,170,1,12,1,0.5,1,0,0.3,14.8
2,"2018-12-31T18:57:51,000","2018-12-31T19:10:44,000",5,4.99,1,N,238,243,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T18:57:38,000","2018-12-31T19:06:23,000",5,2.48,1,N,141,145,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:57:09,000","2018-12-31T19:16:35,000",5,1.83,1,N,230,50,1,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:54:29,000","2018-12-31T19:07:44,000",6,2.88,1,N,234,236,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:53:55,000","2018-12-31T19:14:58,000",5,3.10,1,N,263,143,1,15,1,0.5,2,0,0.3,18.8
2,"2018-12-31T18:52:43,000","2018-12-31T19:23:25,000",5,7.90,1,N,74,158,2,27,1,0.5,0,0,0.3,28.8
2,"2018-12-31T18:51:35,000","2018-12-31T19:02:35,000",6,2.23,1,N,237,238,2,10,1,0.5,0,0,0.3,11.8
1,"2018-12-31T18:51:27,000","2018-12-31T19:05:06,000",5,2.50,1,N,142,170,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T18:51:09,000","2018-12-31T19:02:18,000",5,2.00,1,N,246,142,1,10,1,0.5,1,0,0.3,12.8
2,"2018-12-31T18:50:56,000","2018-12-31T19:03:42,000",5,1.86,1,N,237,229,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:49:52,000","2018-12-31T19:04:45,000",5,2.36,1,N,13,114,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:49:35,000","2018-12-31T19:10:15,000",6,2.25,1,N,107,246,1,14,1,0.5,1,0,0.3,16.8
2,"2018-12-31T18:48:32,000","2018-12-31T19:12:09,000",5,4.40,1,N,75,48,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T18:48:31,000","2018-12-31T19:25:11,000",5,5.12,1,N,74,100,2,25,1,0.5,0,0,0.3,26.8
2,"2018-12-31T18:48:07,000","2018-12-31T19:06:41,000",5,7.13,1,N,13,161,2,22,1,0.5,0,0,0.3,23.8
2,"2018-12-31T18:47:25,000","2018-12-31T19:07:20,000",5,4.01,1,N,249,65,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T18:46:51,000","2018-12-31T19:18:28,000",6,3.15,1,N,163,246,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T18:45:54,000","2018-12-31T19:05:48,000",6,1.81,1,N,237,48,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:44:02,000","2018-12-31T19:17:29,000",5,7.59,1,N,142,129,2,27,1,0.5,0,0,0.3,28.8
2,"2018-12-31T18:43:16,000","2018-12-31T19:49:47,000",6,14.63,1,N,138,61,1,52,1,0.5,0,0,0.3,53.8
2,"2018-12-31T18:42:44,000","2018-12-31T19:00:42,000",6,2.66,1,N,236,164,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:41:39,000","2018-12-31T18:59:03,000",5,2.96,1,N,249,229,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T18:40:22,000","2018-12-31T18:58:49,000",5,3.73,1,N,28,92,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T18:40:20,000","2018-12-31T18:53:48,000",5,3.27,1,N,79,87,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:40:11,000","2018-12-31T18:53:30,000",5,1.96,1,N,239,263,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:40:11,000","2018-12-31T19:11:20,000",5,4.83,1,N,163,231,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T18:38:49,000","2018-12-31T18:38:53,000",5,0.01,2,N,166,166,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T18:36:30,000","2018-12-31T18:49:57,000",6,1.64,1,N,142,246,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:34:43,000","2018-12-31T18:55:10,000",5,2.58,1,N,13,211,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:34:43,000","2018-12-31T18:54:13,000",5,1.78,1,N,233,161,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:34:18,000","2018-12-31T18:49:50,000",6,1.95,1,N,164,79,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T18:33:23,000","2018-12-31T18:54:56,000",5,4.23,1,N,138,92,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T18:32:55,000","2018-12-31T18:57:54,000",5,2.53,1,N,186,50,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T18:32:54,000","2018-12-31T19:02:59,000",5,4.69,1,N,141,158,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T18:31:04,000","2018-12-31T18:41:53,000",5,2.55,1,N,151,42,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:30:15,000","2018-12-31T18:48:16,000",5,6.47,1,N,138,112,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T18:29:40,000","2018-12-31T18:46:21,000",5,2.26,1,N,239,48,1,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:28:10,000","2018-12-31T18:43:09,000",5,1.63,1,N,237,142,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T18:27:38,000","2018-12-31T18:46:32,000",5,5.20,1,N,162,7,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T18:26:59,000","2018-12-31T19:02:59,000",5,7.62,1,N,107,177,1,28,1,0.5,0,0,0.3,29.8
2,"2018-12-31T18:26:18,000","2018-12-31T18:47:08,000",6,3.71,1,N,236,143,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T18:26:12,000","2018-12-31T18:51:11,000",5,5.02,1,N,87,164,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T18:25:31,000","2018-12-31T18:44:44,000",5,1.84,1,N,143,163,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:24:13,000","2018-12-31T19:09:01,000",5,18.91,2,N,142,132,1,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T18:24:09,000","2018-12-31T18:55:19,000",5,7.48,1,N,42,113,2,27,1,0.5,0,0,0.3,28.8
2,"2018-12-31T18:24:07,000","2018-12-31T18:36:27,000",6,2.59,1,N,239,140,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T18:23:46,000","2018-12-31T18:59:56,000",6,6.07,1,N,142,232,1,24,1,0.5,3,0,0.3,28.8
2,"2018-12-31T18:23:33,000","2018-12-31T18:53:33,000",6,9.21,1,N,246,223,2,29,1,0.5,0,5.76,0.3,36.56
2,"2018-12-31T18:22:25,000","2018-12-31T18:41:23,000",5,5.30,1,N,261,255,2,19,1,0.5,0,0,0.3,20.8
2,"2018-12-31T18:21:32,000","2018-12-31T19:10:16,000",5,10.75,1,N,230,61,2,38,1,0.5,0,0,0.3,39.8
2,"2018-12-31T18:21:28,000","2018-12-31T18:32:37,000",5,3.14,1,N,87,79,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:20:56,000","2018-12-31T18:51:43,000",5,11.05,1,N,140,134,2,34,1,0.5,0,0,0.3,35.8
2,"2018-12-31T18:20:55,000","2018-12-31T18:33:02,000",5,2.11,1,N,244,119,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:20:46,000","2018-12-31T18:36:02,000",5,4.17,1,N,236,137,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T18:20:24,000","2018-12-31T18:57:51,000",6,31.20,2,N,162,223,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T18:20:23,000","2018-12-31T18:37:59,000",6,3.89,1,N,87,107,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T18:19:33,000","2018-12-31T18:36:54,000",6,2.77,1,N,140,238,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:17:47,000","2018-12-31T18:44:38,000",5,2.70,1,N,163,68,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T18:17:46,000","2018-12-31T18:35:56,000",5,3.16,1,N,48,166,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T18:17:25,000","2018-12-31T18:28:41,000",5,2.13,1,N,263,24,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T18:17:11,000","2018-12-31T18:58:50,000",5,15.37,1,N,7,132,1,46,1,0.5,5,0,0.3,52.8
2,"2018-12-31T18:15:39,000","2018-12-31T18:38:08,000",5,3.21,1,N,164,142,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T18:15:16,000","2018-12-31T18:30:55,000",5,5.42,1,N,231,229,1,18,1,0.5,5,0,0.3,24.8
2,"2018-12-31T18:14:34,000","2018-12-31T18:34:29,000",6,4.27,1,N,236,246,1,16,1,0.5,3,0,0.3,20.8
2,"2018-12-31T18:13:21,000","2018-12-31T18:41:53,000",5,6.85,1,N,237,13,1,25,1,0.5,0,0,0.3,26.8
2,"2018-12-31T18:13:08,000","2018-12-31T18:32:19,000",5,6.91,1,N,138,112,1,21,1,0.5,8,0,0.3,30.8
2,"2018-12-31T18:10:28,000","2018-12-31T18:21:48,000",5,2.46,1,N,33,231,1,11,1,0.5,1,0,0.3,13.8
2,"2018-12-31T18:09:49,000","2018-12-31T18:24:04,000",5,2.98,1,N,141,79,1,12,1,0.5,2,0,0.3,15.8
2,"2018-12-31T18:06:30,000","2018-12-31T18:24:47,000",5,1.33,1,N,230,100,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:04:49,000","2018-12-31T18:38:47,000",5,9.22,1,N,68,61,1,31,1,0.5,5,0,0.3,37.8
2,"2018-12-31T18:04:43,000","2018-12-31T18:21:09,000",5,2.32,1,N,142,229,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T18:04:34,000","2018-12-31T18:21:33,000",6,2.54,1,N,163,164,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:02:30,000","2018-12-31T18:37:54,000",5,17.32,2,N,132,162,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T18:02:14,000","2018-12-31T18:22:51,000",6,1.59,1,N,233,237,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T18:00:08,000","2018-12-31T18:16:35,000",5,4.97,1,N,239,42,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T17:59:09,000","2018-12-31T18:25:50,000",5,4.07,1,N,79,263,2,19,1,0.5,0,0,0.3,20.8
2,"2018-12-31T17:58:41,000","2018-12-31T18:10:30,000",5,3.73,1,N,138,7,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T17:58:22,000","2018-12-31T18:22:15,000",5,6.90,1,N,249,236,1,24,1,0.5,3,0,0.3,28.8
2,"2018-12-31T17:57:48,000","2018-12-31T18:08:25,000",6,4.10,1,N,138,92,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T17:55:06,000","2018-12-31T18:12:53,000",5,8.18,1,N,95,101,1,24,1,0.5,3,0,0.3,28.8
2,"2018-12-31T17:54:29,000","2018-12-31T18:13:22,000",6,3.92,1,N,211,140,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T17:54:21,000","2018-12-31T17:54:23,000",5,0.00,2,N,132,132,2,52,4.5,0.5,0,0,0.3,57.3
2,"2018-12-31T17:52:56,000","2018-12-31T18:17:03,000",6,7.78,1,N,13,163,2,25,1,0.5,0,0,0.3,26.8
2,"2018-12-31T17:52:34,000","2018-12-31T18:14:12,000",6,3.00,1,N,163,246,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T17:52:14,000","2018-12-31T18:05:09,000",5,3.12,1,N,48,166,2,12,1,0.5,0,0,0.3,13.8
