vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,"2018-12-31T21:43:08,000","2018-12-31T21:59:32,000",5,1.18,1,N,48,68,1,11,0.5,0.5,1,0,0.3,13.3
2,"2018-12-31T21:42:51,000","2018-12-31T22:02:10,000",5,0.84,1,N,48,68,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:42:10,000","2018-12-31T22:13:11,000",6,7.80,1,N,161,87,2,27,0.5,0.5,0,0,0.3,28.3
2,"2018-12-31T21:42:03,000","2018-12-31T21:57:47,000",5,2.43,1,N,249,170,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:40:15,000","2018-12-31T21:59:59,000",5,6.64,1,N,209,262,2,22,0.5,0.5,0,0,0.3,23.3
2,"2018-12-31T21:39:17,000","2018-12-31T21:52:10,000",5,2.50,1,N,234,162,1,11,0.5,0.5,2,0,0.3,14.3
2,"2018-12-31T21:39:10,000","2018-12-31T21:53:12,000",6,1.85,1,N,114,68,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:38:56,000","2018-12-31T21:53:46,000",5,2.02,1,N,142,170,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:38:38,000","2018-12-31T22:01:38,000",5,2.91,1,N,162,79,1,16,0.5,0.5,4,0,0.3,21.3
2,"2018-12-31T21:37:36,000","2018-12-31T21:51:22,000",5,3.35,1,N,236,168,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T21:37:20,000","2018-12-31T21:52:36,000",6,4.59,1,N,229,42,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T21:37:10,000","2018-12-31T21:56:41,000",6,3.99,1,N,79,145,1,16,0.5,0.5,2,5.76,0.3,25.06
2,"2018-12-31T21:36:08,000","2018-12-31T22:23:17,000",5,21.58,2,N,132,143,2,52,0,0.5,0,5.76,0.3,58.56
2,"2018-12-31T21:35:58,000","2018-12-31T21:56:33,000",5,4.25,1,N,100,193,1,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T21:35:12,000","2018-12-31T21:55:58,000",6,2.99,1,N,142,170,1,15,0.5,0.5,4,0,0.3,20.3
2,"2018-12-31T21:34:31,000","2018-12-31T22:07:06,000",5,6.24,1,N,107,42,2,24,0.5,0.5,0,0,0.3,25.3
2,"2018-12-31T21:34:30,000","2018-12-31T22:10:17,000",5,7.77,1,N,137,167,1,28,0.5,0.5,0,0,0.3,29.3
2,"2018-12-31T21:34:08,000","2018-12-31T21:57:48,000",5,6.33,1,N,236,223,2,22,0.5,0.5,0,0,0.3,23.3
2,"2018-12-31T21:33:26,000","2018-12-31T21:49:54,000",6,2.99,1,N,68,143,1,13,0.5,0.5,3,0,0.3,19.25
2,"2018-12-31T21:33:25,000","2018-12-31T21:46:03,000",6,2.79,1,N,140,224,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:33:22,000","2018-12-31T22:19:15,000",5,22.52,1,N,74,108,1,61,0.5,0.5,0,5.76,0.3,68.06
2,"2018-12-31T21:32:10,000","2018-12-31T22:15:55,000",5,20.87,1,N,132,14,2,57,0.5,0.5,0,0,0.3,58.3
2,"2018-12-31T21:31:35,000","2018-12-31T22:00:32,000",6,15.19,1,N,138,133,1,41,0.5,0.5,6,0,0.3,48.3
2,"2018-12-31T21:31:07,000","2018-12-31T21:47:23,000",6,3.16,1,N,43,166,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T21:30:18,000","2018-12-31T21:46:24,000",5,3.15,1,N,48,233,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T21:29:52,000","2018-12-31T21:43:52,000",5,1.58,1,N,68,142,1,10,0.5,0.5,3,0,0.3,14.3
2,"2018-12-31T21:29:10,000","2018-12-31T21:42:28,000",6,3.72,1,N,88,79,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:28:54,000","2018-12-31T21:44:47,000",5,1.75,1,N,114,4,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:27:00,000","2018-12-31T21:40:02,000",5,3.03,1,N,142,166,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:26:50,000","2018-12-31T21:56:26,000",5,16.15,1,N,132,145,1,44,0.5,0.5,6,0,0.3,51.3
2,"2018-12-31T21:26:10,000","2018-12-31T21:51:15,000",5,5.25,1,N,209,164,2,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T21:25:23,000","2018-12-31T22:01:09,000",6,6.29,1,N,68,49,2,26,0.5,0.5,0,0,0.3,27.3
2,"2018-12-31T21:24:59,000","2018-12-31T22:02:31,000",5,7.62,1,N,230,261,1,29,0.5,0.5,0,0,0.3,30.3
2,"2018-12-31T21:24:25,000","2018-12-31T21:41:45,000",5,3.24,1,N,142,75,1,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:23:50,000","2018-12-31T21:49:25,000",6,3.38,1,N,237,68,1,17,0.5,0.5,4,0,0.3,22.3
2,"2018-12-31T21:23:34,000","2018-12-31T21:41:58,000",6,1.59,1,N,229,164,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:23:34,000","2018-12-31T21:56:31,000",5,7.85,1,N,164,198,2,27,0.5,0.5,0,0,0.3,28.3
2,"2018-12-31T21:23:34,000","2018-12-31T21:43:50,000",5,4.57,1,N,50,236,2,19,0.5,0.5,0,0,0.3,20.3
2,"2018-12-31T21:22:59,000","2018-12-31T21:53:34,000",5,10.06,1,N,50,78,2,32,0.5,0.5,0,0,0.3,33.3
2,"2018-12-31T21:22:57,000","2018-12-31T21:50:37,000",5,4.70,1,N,79,236,2,20,0.5,0.5,0,0,0.3,21.3
2,"2018-12-31T21:22:06,000","2018-12-31T21:40:16,000",6,2.57,1,N,114,161,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T21:21:47,000","2018-12-31T21:36:49,000",5,1.94,1,N,48,68,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:21:14,000","2018-12-31T21:51:35,000",5,3.94,1,N,229,114,1,20,0.5,0.5,5,0,0.3,26.3
2,"2018-12-31T21:21:07,000","2018-12-31T21:34:13,000",5,2.26,1,N,234,246,1,11,0.5,0.5,2,0,0.3,14.3
2,"2018-12-31T21:20:47,000","2018-12-31T21:33:48,000",5,1.80,1,N,229,164,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T21:20:07,000","2018-12-31T21:38:52,000",5,3.18,1,N,238,238,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T21:19:37,000","2018-12-31T21:36:01,000",6,0.92,1,N,100,68,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:19:20,000","2018-12-31T21:38:44,000",6,2.86,1,N,230,79,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:19:19,000","2018-12-31T21:39:32,000",5,2.66,1,N,234,50,1,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:18:58,000","2018-12-31T21:42:58,000",5,1.76,1,N,100,234,1,15,0.5,0.5,2,0,0.3,18.3
2,"2018-12-31T21:18:42,000","2018-12-31T21:30:11,000",5,2.25,1,N,236,229,1,10,0.5,0.5,1,0,0.3,12.3
2,"2018-12-31T21:18:39,000","2018-12-31T22:04:06,000",5,13.14,1,N,107,220,2,42,0.5,0.5,0,0,0.3,43.3
2,"2018-12-31T21:18:28,000","2018-12-31T21:35:18,000",5,10.57,1,N,132,121,2,29,0.5,0.5,0,0,0.3,30.3
2,"2018-12-31T21:18:02,000","2018-12-31T21:39:04,000",6,4.10,1,N,225,255,1,16,0.5,0.5,0,0,0.3,22.25
2,"2018-12-31T21:16:44,000","2018-12-31T21:39:01,000",6,3.45,1,N,222,177,1,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T21:15:22,000","2018-12-31T21:42:12,000",6,4.88,1,N,13,48,2,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T21:15:21,000","2018-12-31T21:34:46,000",6,2.54,1,N,164,43,2,14,0.5,0.5,0,0,0.3,15.3
1,"2018-12-31T21:15:17,000","2018-12-31T21:32:14,000",5,3.20,1,N,164,75,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:14:17,000","2018-12-31T21:34:32,000",6,5.40,1,N,233,166,2,18,0.5,0.5,0,0,0.3,19.3
2,"2018-12-31T21:13:35,000","2018-12-31T21:37:58,000",5,2.95,1,N,162,158,2,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T21:13:21,000","2018-12-31T21:23:52,000",5,2.69,1,N,246,239,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:12:14,000","2018-12-31T21:21:13,000",5,2.76,1,N,141,74,1,10,0.5,0.5,5,0,0.3,16.3
2,"2018-12-31T21:12:01,000","2018-12-31T21:40:18,000",5,12.47,1,N,236,3,1,36,0.5,0.5,3,0,0.3,40.3
2,"2018-12-31T21:11:19,000","2018-12-31T21:40:34,000",5,5.31,1,N,48,148,2,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T21:10:08,000","2018-12-31T21:35:25,000",6,16.67,2,N,132,145,2,52,0,0.5,0,5.76,0.3,58.56
2,"2018-12-31T21:07:24,000","2018-12-31T21:42:15,000",5,10.16,1,N,230,127,2,33,0.5,0.5,0,0,0.3,34.3
2,"2018-12-31T21:06:58,000","2018-12-31T21:26:12,000",5,3.54,1,N,68,232,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T21:06:42,000","2018-12-31T21:36:39,000",6,4.47,1,N,100,148,1,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T21:06:13,000","2018-12-31T21:28:25,000",5,4.35,1,N,107,239,2,18,0.5,0.5,0,0,0.3,19.3
2,"2018-12-31T21:06:04,000","2018-12-31T21:26:58,000",5,2.30,1,N,234,48,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T21:06:02,000","2018-12-31T21:14:02,000",5,3.78,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:05:01,000","2018-12-31T21:43:43,000",5,19.03,1,N,132,255,1,53,0.5,0.5,2,0,0.3,56.3
2,"2018-12-31T21:04:46,000","2018-12-31T21:20:07,000",6,1.69,1,N,142,246,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:03:59,000","2018-12-31T21:15:57,000",6,3.12,1,N,243,152,1,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:03:56,000","2018-12-31T21:28:00,000",5,4.16,1,N,230,231,2,18,0.5,0.5,0,0,0.3,19.3
2,"2018-12-31T21:03:07,000","2018-12-31T21:30:48,000",5,3.55,1,N,161,45,2,18,0.5,0.5,0,0,0.3,19.3
2,"2018-12-31T21:02:41,000","2018-12-31T21:16:12,000",5,2.44,1,N,263,143,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T21:02:12,000","2018-12-31T21:15:12,000",5,2.48,1,N,229,236,1,11,0.5,0.5,2,0,0.3,14.3
2,"2018-12-31T21:02:09,000","2018-12-31T21:29:28,000",5,13.02,1,N,132,91,2,36,0.5,0.5,0,0,0.3,37.3
2,"2018-12-31T21:02:00,000","2018-12-31T21:36:29,000",6,5.02,1,N,129,160,2,24,0.5,0.5,0,0,0.3,25.3
2,"2018-12-31T21:01:57,000","2018-12-31T21:33:29,000",6,2.84,1,N,234,246,2,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T21:01:22,000","2018-12-31T21:31:26,000",5,8.34,1,N,186,82,1,29,0.5,0.5,7,5.76,0.3,43.06
1,"2018-12-31T21:01:18,000","2018-12-31T21:51:07,000",5,14.30,1,N,159,62,1,44,0.5,0.5,0,5.76,0.3,51.06
2,"2018-12-31T21:00:58,000","2018-12-31T21:12:02,000",6,3.16,1,N,79,88,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T21:00:56,000","2018-12-31T21:40:04,000",5,17.93,2,N,132,107,1,52,0,0.5,10,5.76,0.3,68.56
1,"2018-12-31T21:00:47,000","2018-12-31T21:27:41,000",5,3.10,1,N,162,114,1,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T21:00:41,000","2018-12-31T21:12:08,000",5,1.87,1,N,237,48,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T21:00:04,000","2018-12-31T21:26:19,000",5,8.11,1,N,138,17,2,25,0.5,0.5,0,0,0.3,26.3
2,"2018-12-31T20:58:52,000","2018-12-31T21:31:44,000",6,16.10,2,N,107,132,1,52,0,0.5,10,5.76,0.3,68.56
2,"2018-12-31T20:58:40,000","2018-12-31T21:15:02,000",5,2.35,1,N,234,144,1,12,0.5,0.5,1,0,0.3,14.3
2,"2018-12-31T20:58:38,000","2018-12-31T21:10:52,000",5,1.88,1,N,140,161,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:58:15,000","2018-12-31T21:31:58,000",5,8.31,1,N,186,244,2,30,0.5,0.5,0,0,0.3,31.3
2,"2018-12-31T20:57:03,000","2018-12-31T21:31:27,000",5,18.34,2,N,132,161,2,52,0,0.5,0,5.76,0.3,58.56
2,"2018-12-31T20:57:02,000","2018-12-31T21:17:07,000",5,4.05,1,N,68,24,2,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:57:01,000","2018-12-31T21:15:11,000",6,2.54,1,N,162,114,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T20:57:00,000","2018-12-31T21:09:56,000",5,2.58,1,N,142,263,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:56:10,000","2018-12-31T21:30:00,000",6,6.80,1,N,166,137,2,26,0.5,0.5,0,0,0.3,27.3
2,"2018-12-31T20:55:24,000","2018-12-31T21:21:00,000",5,3.09,1,N,164,114,2,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T20:54:31,000","2018-12-31T21:24:41,000",5,9.30,1,N,229,128,2,30,0.5,0.5,0,0,0.3,31.3
2,"2018-12-31T20:54:10,000","2018-12-31T21:18:15,000",6,2.87,1,N,142,164,2,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:53:42,000","2018-12-31T21:06:00,000",5,2.18,1,N,264,264,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:53:42,000","2018-12-31T21:07:49,000",5,2.80,1,N,142,239,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:53:40,000","2018-12-31T21:10:00,000",6,1.40,1,N,163,170,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:53:10,000","2018-12-31T21:11:53,000",5,2.11,1,N,246,142,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T20:52:33,000","2018-12-31T21:20:50,000",5,5.82,1,N,48,87,2,24,0.5,0.5,0,0,0.3,25.3
2,"2018-12-31T20:52:25,000","2018-12-31T21:16:13,000",6,3.47,1,N,238,229,1,17,0.5,0.5,3,0,0.3,21.3
2,"2018-12-31T20:51:24,000","2018-12-31T21:13:29,000",5,1.24,1,N,100,50,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:50:39,000","2018-12-31T21:02:08,000",5,2.06,1,N,142,161,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:50:28,000","2018-12-31T21:05:17,000",5,2.62,1,N,140,239,1,12,0.5,0.5,2,0,0.3,15.3
2,"2018-12-31T20:50:10,000","2018-12-31T21:08:26,000",5,3.49,1,N,162,249,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:49:36,000","2018-12-31T21:09:46,000",5,6.48,1,N,132,38,2,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T20:49:25,000","2018-12-31T21:04:31,000",6,1.62,1,N,161,234,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:48:49,000","2018-12-31T21:19:33,000",5,2.85,1,N,239,246,2,19,0.5,0.5,0,0,0.3,20.3
2,"2018-12-31T20:48:25,000","2018-12-31T21:12:42,000",5,6.16,1,N,152,146,2,22,0.5,0.5,0,5.76,0.3,29.06
2,"2018-12-31T20:47:49,000","2018-12-31T21:09:45,000",6,8.49,1,N,138,9,2,25,0.5,0.5,0,0,0.3,26.3
2,"2018-12-31T20:47:26,000","2018-12-31T21:04:29,000",6,1.85,1,N,100,48,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:47:08,000","2018-12-31T21:26:12,000",5,11.17,1,N,138,107,1,36,0.5,0.5,0,0,0.3,37.3
2,"2018-12-31T20:46:18,000","2018-12-31T21:48:40,000",5,18.31,1,N,151,76,1,60,0.5,0.5,0,5.76,0.3,67.06
2,"2018-12-31T20:46:08,000","2018-12-31T21:20:59,000",5,18.96,2,N,132,113,1,52,0,0.5,10,5.76,0.3,68.56
2,"2018-12-31T20:45:55,000","2018-12-31T21:23:02,000",6,9.67,1,N,239,217,2,32,0.5,0.5,0,0,0.3,33.3
2,"2018-12-31T20:45:37,000","2018-12-31T21:01:39,000",5,2.38,1,N,161,48,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:43:38,000","2018-12-31T21:34:34,000",6,9.36,1,N,211,210,2,36,0.5,0.5,0,0,0.3,37.3
2,"2018-12-31T20:43:28,000","2018-12-31T21:06:50,000",6,3.10,1,N,68,113,1,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:43:25,000","2018-12-31T20:56:49,000",6,1.82,1,N,125,232,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:43:01,000","2018-12-31T21:06:59,000",5,5.69,1,N,74,186,2,21,0.5,0.5,0,0,0.3,22.3
1,"2018-12-31T20:42:48,000","2018-12-31T21:03:21,000",5,2.20,1,N,142,234,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:42:24,000","2018-12-31T21:10:06,000",5,10.97,4,N,132,265,2,43,0.5,0.5,0,0,0.3,44.3
2,"2018-12-31T20:42:16,000","2018-12-31T21:16:29,000",6,2.26,1,N,161,48,1,20,0.5,0.5,4,0,0.3,25.3
2,"2018-12-31T20:40:44,000","2018-12-31T21:06:19,000",5,4.10,1,N,188,177,1,19,0.5,0.5,0,0,0.3,20.3
2,"2018-12-31T20:38:45,000","2018-12-31T21:06:52,000",5,3.37,1,N,137,88,2,17,0.5,0.5,0,0,0.3,18.3
2,"2018-12-31T20:38:10,000","2018-12-31T21:00:07,000",5,2.63,1,N,161,158,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T20:37:44,000","2018-12-31T20:47:53,000",6,2.94,1,N,132,10,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:37:15,000","2018-12-31T21:13:27,000",5,14.17,1,N,138,181,2,41,0.5,0.5,0,0,0.3,42.3
2,"2018-12-31T20:35:43,000","2018-12-31T20:52:42,000",5,4.34,1,N,141,129,2,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:35:25,000","2018-12-31T20:54:18,000",6,3.54,1,N,222,72,1,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T20:34:43,000","2018-12-31T20:55:53,000",5,5.74,1,N,162,87,2,20,0.5,0.5,0,0,0.3,21.3
2,"2018-12-31T20:34:11,000","2018-12-31T20:49:46,000",5,1.60,1,N,161,234,1,11,0.5,0.5,1,0,0.3,13.3
2,"2018-12-31T20:34:08,000","2018-12-31T20:54:11,000",5,7.96,1,N,263,231,1,24,0.5,0.5,0,0,0.3,25.3
2,"2018-12-31T20:33:34,000","2018-12-31T20:49:20,000",6,1.75,1,N,233,234,1,11,0.5,0.5,2,0,0.3,14.3
2,"2018-12-31T20:33:15,000","2018-12-31T20:45:14,000",6,2.24,1,N,186,229,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:33:14,000","2018-12-31T21:11:07,000",5,17.20,2,N,132,229,2,52,0,0.5,0,0,0.3,52.8
2,"2018-12-31T20:33:10,000","2018-12-31T20:48:57,000",5,2.30,1,N,164,249,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:33:08,000","2018-12-31T20:49:05,000",5,2.67,1,N,239,140,1,13,0.5,0.5,1,0,0.3,15.3
2,"2018-12-31T20:32:33,000","2018-12-31T20:43:04,000",5,2.59,1,N,263,233,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:32:32,000","2018-12-31T20:49:20,000",5,3.14,1,N,161,231,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T20:31:50,000","2018-12-31T20:53:42,000",5,4.94,1,N,68,151,2,19,0.5,0.5,0,0,0.3,20.3
2,"2018-12-31T20:31:17,000","2018-12-31T21:07:34,000",6,7.69,1,N,41,137,1,29,0.5,0.5,3,0,0.3,33.3
2,"2018-12-31T20:30:50,000","2018-12-31T21:09:11,000",6,13.89,1,N,143,228,2,41,0.5,0.5,0,0,0.3,42.3
2,"2018-12-31T20:30:46,000","2018-12-31T20:45:53,000",5,2.52,1,N,244,159,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:30:23,000","2018-12-31T21:01:12,000",5,3.52,1,N,162,246,2,20,0.5,0.5,0,0,0.3,21.3
2,"2018-12-31T20:29:44,000","2018-12-31T20:51:07,000",6,6.07,1,N,162,13,2,21,0.5,0.5,0,0,0.3,22.3
2,"2018-12-31T20:28:10,000","2018-12-31T20:52:10,000",5,5.26,1,N,161,87,2,20,0.5,0.5,0,0,0.3,21.3
2,"2018-12-31T20:27:47,000","2018-12-31T21:03:10,000",5,15.38,1,N,132,145,2,44,0.5,0.5,0,0,0.3,45.3
2,"2018-12-31T20:27:38,000","2018-12-31T20:49:30,000",5,2.01,1,N,162,113,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:27:33,000","2018-12-31T20:48:03,000",5,2.57,1,N,163,137,2,15,0.5,0.5,0,0,0.3,16.3
2,"2018-12-31T20:27:32,000","2018-12-31T20:41:50,000",6,2.31,1,N,229,107,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:25:54,000","2018-12-31T20:42:25,000",5,1.64,1,N,247,119,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:25:32,000","2018-12-31T21:04:05,000",6,3.09,1,N,162,246,2,23,0.5,0.5,0,0,0.3,24.3
2,"2018-12-31T20:25:10,000","2018-12-31T20:45:17,000",5,3.39,1,N,141,246,1,15,0.5,0.5,0,0,0.3,16.3
1,"2018-12-31T20:24:36,000","2018-12-31T21:39:09,000",6,24.10,1,N,186,117,2,74,0.5,0.5,0,0,0.3,75.3
2,"2018-12-31T20:23:28,000","2018-12-31T20:46:54,000",5,9.39,1,N,129,216,2,28,0.5,0.5,0,0,0.3,29.3
2,"2018-12-31T20:22:55,000","2018-12-31T20:34:49,000",5,2.49,1,N,140,137,1,11,0.5,0.5,5,0,0.3,17.3
2,"2018-12-31T20:21:40,000","2018-12-31T20:51:09,000",6,11.90,1,N,138,127,2,35,0.5,0.5,0,5.76,0.3,42.06
2,"2018-12-31T20:21:22,000","2018-12-31T20:43:14,000",5,2.91,1,N,55,108,1,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:20:16,000","2018-12-31T20:47:50,000",6,11.98,2,N,28,237,1,52,0,0.5,2,0,0.3,54.8
2,"2018-12-31T20:19:11,000","2018-12-31T20:33:02,000",5,1.67,1,N,162,113,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:19:00,000","2018-12-31T21:06:23,000",6,16.58,1,N,132,80,1,48,0.5,0.5,3,0,0.3,52.3
2,"2018-12-31T20:18:10,000","2018-12-31T21:13:55,000",6,21.48,2,N,132,87,1,52,0,0.5,0,0,0.3,52.8
2,"2018-12-31T20:17:41,000","2018-12-31T20:32:06,000",5,2.69,1,N,79,161,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:15:35,000","2018-12-31T20:36:10,000",6,3.66,1,N,24,244,2,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:14:58,000","2018-12-31T20:30:32,000",6,1.79,1,N,90,79,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:14:56,000","2018-12-31T20:30:34,000",5,1.97,1,N,161,43,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:14:56,000","2018-12-31T20:15:07,000",5,0.00,5,N,1,1,1,85,0,0.5,0,20,0.3,105.8
2,"2018-12-31T20:14:36,000","2018-12-31T20:43:05,000",5,4.30,1,N,75,170,2,20,0.5,0.5,0,0,0.3,21.3
2,"2018-12-31T20:14:11,000","2018-12-31T20:31:56,000",5,3.29,1,N,87,148,1,15,0.5,0.5,1,0,0.3,17.3
2,"2018-12-31T20:14:10,000","2018-12-31T20:36:21,000",6,2.00,1,N,107,158,1,14,0.5,0.5,1,0,0.3,16.3
2,"2018-12-31T20:13:54,000","2018-12-31T20:28:03,000",5,2.75,1,N,142,75,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:13:52,000","2018-12-31T20:22:01,000",5,2.78,1,N,141,170,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:13:49,000","2018-12-31T20:38:14,000",5,2.93,1,N,140,48,2,16,0.5,0.5,0,0,0.3,17.3
2,"2018-12-31T20:13:12,000","2018-12-31T20:27:31,000",5,1.62,1,N,87,12,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:12:45,000","2018-12-31T20:50:28,000",6,9.23,1,N,138,48,1,33,0.5,0.5,5,5.76,0.3,45.06
2,"2018-12-31T20:11:42,000","2018-12-31T20:48:01,000",6,16.50,2,N,132,141,1,52,0,0.5,10,0,0.3,62.8
2,"2018-12-31T20:11:30,000","2018-12-31T20:24:33,000",5,2.51,1,N,233,68,1,11,0.5,0.5,2,0,0.3,14.3
2,"2018-12-31T20:10:58,000","2018-12-31T20:17:09,000",5,3.44,1,N,134,132,2,11,0.5,0.5,0,0,0.3,12.3
2,"2018-12-31T20:10:58,000","2018-12-31T20:47:26,000",6,10.91,1,N,107,235,2,35,0.5,0.5,0,0,0.3,36.3
2,"2018-12-31T20:10:42,000","2018-12-31T20:22:22,000",5,2.43,1,N,236,142,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:10:08,000","2018-12-31T20:29:57,000",6,9.10,1,N,148,95,2,27,0.5,0.5,0,0,0.3,28.3
2,"2018-12-31T20:09:53,000","2018-12-31T20:28:42,000",5,2.41,1,N,233,68,2,13,0.5,0.5,0,0,0.3,14.3
2,"2018-12-31T20:09:17,000","2018-12-31T20:25:45,000",5,2.52,1,N,162,249,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:09:11,000","2018-12-31T20:26:40,000",5,1.72,1,N,142,68,1,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T20:09:07,000","2018-12-31T20:48:34,000",5,4.23,1,N,152,41,2,25,0.5,0.5,0,0,0.3,26.3
2,"2018-12-31T20:08:41,000","2018-12-31T20:27:02,000",5,3.41,1,N,236,137,2,14,0.5,0.5,0,0,0.3,15.3
2,"2018-12-31T20:08:25,000","2018-12-31T20:21:54,000",5,1.69,1,N,142,230,2,10,0.5,0.5,0,0,0.3,11.3
2,"2018-12-31T20:08:12,000","2018-12-31T20:33:12,000",6,7.79,1,N,244,162,2,25,0.5,0.5,0,0,0.3,26.3
2,"2018-12-31T20:07:49,000","2018-12-31T20:28:03,000",5,5.91,1,N,226,74,2,20,0.5,0.5,0,0,0.3,21.3
